"max_rhat","prop_converged_lt_1_1","w_recovery_correlation","w_recovery_rmse","w_recovery_procrustes_ss","w_norm_ratio","w_norm_ratio_interpretation","w_max_abs_diff","w_col_norms_ratio_mean"
1.3815,0.5294,0.9595,0.1351,0.0819,0.6917,"poor recovery (scale mismatch)",0.4168,0.6843
