"constraint_value","true_w11_value","max_rhat","prop_converged_lt_1_1","w_recovery_correlation","w_recovery_rmse","w_norm_ratio"
0.5,-0.915322054177523,2.7553,0.0588,0.9067,0.218,0.4451
