"constraint_value","true_w11_value","max_rhat","prop_converged_lt_1_1","w_recovery_correlation","w_recovery_rmse","w_norm_ratio"
-0.7403,-0.915322054177523,6.7825,0.2353,0.8755,0.1906,0.6246
