"constraint_value","true_w11_value","max_rhat","prop_converged_lt_1_1","w_recovery_correlation","w_recovery_rmse","w_norm_ratio"
-0.6606,-0.915322054177523,2.7181,0.1765,0.9914,0.0601,0.8789
